"","logFoldChange.t1.t0","logFoldChange.t2.t0","logFoldChange.t4.t0","logFoldChange.t5.t0","logFoldChange.t6.t0","logFoldChange.t8.t0","logFoldChange.t10.t0","logFoldChange.t12.t0","logFoldChange.t14.t0","logFoldChange.t16.t0","logFoldChange.t20.t0","logFoldChange.t24.t0","logFoldChange.t30.t0","logFoldChange.t36.t0","logFoldChange.t42.t0","logFoldChange.t48.t0"
"FBgn0029766",0,2.05910005044968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0029795",0,0,0,0,0,0,0,2.11602051013118,0,0,0,2.14073524563406,2.40934293311949,2.5268900291423,2.21303049659762,2.09540521059669
"FBgn0030098",0,0,0,0,0,0,2.13642439681958,0,0,0,0,0,0,0,0,0
"FBgn0030105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09308201955495,0
"FBgn0030326",0,0,0,0,-2.25398187965382,-2.14197115119201,0,0,0,0,0,0,0,0,0,0
"FBgn0030911",4.44463026850062,4.55927821263503,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0030925",0,2.65051574799613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0030927",2.09404794497404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0030929",0,2.73405108844103,2.74046267466137,2.53622445279295,3.27426046828307,2.17013426340688,0,2.53588569955259,3.08586053074885,0,2.28616516708619,0,2.65499080787556,2.29752674742156,0,0
"FBgn0030994",2.22519975879464,2.29522239576113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0031032",0,0,0,0,4.903019738966,0,0,0,0,0,0,0,0,0,0,0
"FBgn0031033",0,2.86624522482314,0,0,3.44925158302668,0,0,0,2.67827209133268,0,2.89136479727387,0,0,0,0,0
"FBgn0031034",3.18961660072968,3.85622331559439,0,0,4.62259477940102,0,3.02254959170348,3.56923986746319,4.22747614938976,0,4.12554677631563,0,3.91399808711204,0,0,0
"FBgn0031432",0,0,0,0,0,0,0,0,0,0,0,0,0,2.01478744226303,0,2.00846209032742
"FBgn0031470",0,0,0,4.53321309495049,4.38274612467501,4.19444793748364,3.90413722245901,4.32357641935634,0,0,0,0,4.29805711256872,0,0,0
"FBgn0031560",0,2.00125161670796,0,2.28115243562616,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0031654",0,0,0,0,0,0,0,0,0,0,0,4.26372540631409,2.47763964636569,2.59872884410954,0,2.59519708433893
"FBgn0031701",0,0,0,5.76261219897377,5.9928072681351,6.46135695776662,6.78202113977143,7.24510657623483,6.38368784318804,5.70033266973966,5.79546437941865,0,0,0,0,0
"FBgn0031929",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26710920907865
"FBgn0031940",0,0,0,0,0,-2.10845000631418,0,0,0,0,0,0,0,0,0,0
"FBgn0031942",0,0,0,0,-2.20855741581532,-2.65892560168698,-2.06585514254688,-2.25622344303308,-2.62188753995014,-2.16113972235827,-2.21868446861148,0,-2.20637724948293,-2.6645987972944,-2.18519705218978,-2.0718581732965
"FBgn0031973",2.0162753725181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0032049",0,0,0,0,0,0,2.20196168301941,2.16392917389767,0,0,2.01684503292711,3.17198321325013,2.86427763508573,2.20311951883184,0,2.28607739587536
"FBgn0032066",0,0,0,0,0,0,2.85215197730498,0,0,0,2.21047281441701,2.64038955360788,3.30305394068722,2.56926025426807,2.76058036870448,3.67569010122983
"FBgn0032067",0,0,0,0,0,0,2.57046498210904,0,0,0,0,0,2.53312046004194,0,0,2.86640559980816
"FBgn0032068",0,0,0,0,0,0,3.07511871971269,0,0,0,0,3.24185026524686,3.58051063609591,2.86869178362519,0,4.07393844022374
"FBgn0032069",0,0,0,0,0,0,2.61340157438354,0,0,0,0,2.84120422812845,3.07294146500852,2.65562707756877,2.64545100117686,3.93445527107384
"FBgn0032087",0,2.20034582655763,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0032282",0,0,0,0,0,0,0,2.04658718383241,0,0,0,0,0,0,0,0
"FBgn0032299",0,0,0,0,-2.10679862489862,-2.31003907126957,-2.80873831319931,-2.17073933841899,-2.30657420003182,0,0,0,0,-2.07902294830431,0,0
"FBgn0032381",0,0,0,2.55540419252355,2.4671294225845,2.65625855425652,2.26267265129713,0,2.02010497670089,0,0,0,2.50199043905943,2.36148350462531,0,0
"FBgn0032638",0,0,0,0,0,0,0,0,0,0,4.40282157847948,0,6.29359837022454,0,7.31153679581746,0
"FBgn0032639",0,0,0,0,0,2.70976709190431,2.75454749339224,2.22722456897885,2.4331477737271,2.69761428293582,2.97959511498759,0,3.55990945238828,0,4.08403036612002,0
"FBgn0032733",0,0,0,0,0,0,0,0,0,0,0,0,2.17042818122005,0,0,0
"FBgn0032805",0,2.1145459958162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0032839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30695295718154,0
"FBgn0033153",2.36983300605535,2.32636190831122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0033203",0,0,-2.04240640463688,0,-2.28048261090527,-2.69591362199833,0,0,0,0,0,0,0,0,0,0
"FBgn0033216",0,0,0,0,0,0,0,0,0,0,2.50973825563594,2.44733189581926,0,0,2.5769588580843,0
"FBgn0033234",0,2.45874957332333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0033294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64296416544084,2.67488494495894
"FBgn0033296",0,0,0,0,0,0,0,0,2.42598012354564,2.20849937887931,2.46241211508827,2.91586324084708,2.94216195024651,2.92090767957266,2.80659334864516,3.0387692050102
"FBgn0033297",0,0,0,0,0,0,0,0,2.40079396698191,2.19283789229011,2.15919485586325,2.64458072579515,2.58868626164315,2.66975734661234,2.55372882460855,2.57758346467192
"FBgn0033388",2.75123367079205,2.13405406345305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0033659",0,2.00438787306198,0,0,0,0,0,0,0,0,0,0,0,2.11956066900175,0,0
"FBgn0033723",0,0,-2.55425131073302,0,-2.23112105110387,-2.35747984484853,0,0,0,0,0,0,0,0,0,0
"FBgn0033774",0,0,0,0,0,0,0,0,0,0,0,2.49738289419995,0,0,0,0
"FBgn0033792",0,0,0,0,0,0,0,0,0,0,2.88059443460117,0,0,0,0,0
"FBgn0034159",0,0,0,0,0,0,0,0,0,-2.05226834611812,0,0,0,0,0,0
"FBgn0034160",3.91082342811628,3.53900617907699,0,0,2.5027690372568,0,0,0,0,0,0,0,0,0,0,0
"FBgn0034187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12341290704191,0
"FBgn0034247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17292870818718,0
"FBgn0034317",0,4.11417057859535,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0034328",0,0,4.47939177363722,4.18628058591928,4.49618273166486,4.61065659987102,0,0,0,0,0,0,0,0,3.86815091307357,0
"FBgn0034329",0,2.87298663448044,3.7358551049652,3.76538256098518,3.89898201485349,4.08137869179636,3.39541420808234,0,0,0,3.14638522473027,0,3.53731541478734,0,3.19945607829499,0
"FBgn0034331",0,0,0,2.01305643803638,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0034407",5.005374606017,5.72481103453638,5.93781709381071,6.37660834638267,6.12649651639176,6.07651619918753,5.65075115594101,5.97005971540679,5.26542034954119,4.87692927628989,6.0163596658463,0,5.97876771651411,4.81834927862463,5.27278187711965,4.70362514794625
"FBgn0034429",0,0,-2.60343051967996,0,-2.34675426677173,0,0,0,0,0,0,0,0,0,0,0
"FBgn0034663",0,0,0,0,0,0,0,0,0,0,2.22672011654452,2.25355334651181,2.03655487308203,2.2417078621259,2.54889758597057,2.1459070542005
"FBgn0034664",0,0,0,0,0,0,0,0,0,0,0,2.01722979317134,0,2.11766713767438,2.32471357300152,2.0847433648604
"FBgn0034784",0,0,0,0,0,0,0,0,0,0,0,0,0,2.14872039943321,0,0
"FBgn0035445",0,0,0,0,2.09216361697889,2.14284503167836,0,0,0,0,0,0,0,0,0,0
"FBgn0035619",0,0,0,2.23023688709755,0,2.62789953974854,2.82937464535579,2.45982166121654,2.48472274035298,0,2.59000167257252,3.34502213314822,2.96845850493418,2.54031341241427,2.14283023678961,2.28658101153941
"FBgn0035620",0,0,0,2.2753942122485,2.20765453892294,2.9360739449986,3.1434231192626,2.78955159477022,2.97153912409363,2.20147197603874,2.94764453423635,3.76335900222056,3.38750589032748,3.07309062244464,2.52343629282506,2.52621535026816
"FBgn0035743",0,3.51527379764636,0,0,4.82447303004456,0,0,0,3.63692638115421,0,0,0,3.86675290805319,0,0,0
"FBgn0035806",0,0,0,2.36621232893758,0,2.62046322842372,2.9723973034179,2.92640576380049,0,0,2.63264627761606,0,2.86520427212752,0,2.52234985759404,0
"FBgn0035886",0,0,0,0,3.52502097955112,0,0,0,0,0,0,0,0,0,0,0
"FBgn0036738",0,0,2.71186158042135,3.13690871971831,2.82890686130025,3.23086315239441,3.67677597990428,3.87083102654017,4.53964219571971,4.0391264435977,3.14411230239409,3.74828467564515,3.80254961534287,4.33699800516813,3.84439580543064,3.1379818091505
"FBgn0036767",2.94027315047106,3.08215806491905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0037386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18029512712465,0
"FBgn0037396",0,0,0,4.91454913906817,5.03472143940544,5.33518903674029,5.51882639901875,5.1994185672034,0,0,0,0,0,0,0,0
"FBgn0037635",0,0,-2.37228870710769,-2.09274029449218,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0038082",2.72160485016332,2.01171214443216,0,0,0,0,0,0,2.16841023925582,0,0,0,0,0,2.07821129093014,0
"FBgn0038214",0,0,0,2.14567483888372,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0038290",0,0,-2.02325611284935,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0038299",0,0,2.193329172852,2.29478318321771,2.73664989144022,2.47871801780342,2.23455572713498,0,0,0,0,0,2.41100967317616,0,0,0
"FBgn0038451",0,0,0,0,0,0,0,3.11720893396653,2.66796254214974,0,0,0,0,3.09214397565638,0,0
"FBgn0038701",0,0,0,0,0,0,0,0,-2.28894612099003,-2.11100680338322,0,0,0,0,0,0
"FBgn0038702",0,0,-2.41196174767126,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0038718",0,0,0,0,0,0,0,0,0,0,-2.06692254987918,0,0,0,0,0
"FBgn0038719",0,0,0,0,0,0,0,0,0,0,-2.6970747508529,0,0,0,-2.03323206950955,0
"FBgn0038914",0,0,-3.46975818210224,-3.2313559337799,-3.53093587402249,-2.4385214161993,0,0,0,0,0,0,0,0,0,0
"FBgn0039091",4.46405344506397,4.82208348961169,4.23496143702991,0,4.79685687073604,0,0,0,0,0,0,0,0,0,0,0
"FBgn0039092",0,2.33526407498209,0,0,2.82217000317014,0,0,2.59581888528076,2.23114090695502,0,2.91194503721851,3.0981750664399,3.10414398912278,2.33358627664427,0,2.68453956517296
"FBgn0039298",0,0,-2.70294006706521,-2.6857757316214,-3.09696143953847,-3.32683210347046,-2.77245611089848,-2.1867807641652,0,0,0,0,-2.13553489791266,0,0,0
"FBgn0039299",0,0,0,0,0,0,-2.34324413876039,-2.16477009398388,0,0,0,0,0,0,0,0
"FBgn0039310",0,0,0,0,0,0,0,0,2.11020635309233,0,0,0,0,0,0,0
"FBgn0039316",0,0,2.20230310459482,0,0,0,0,0,2.04855716549419,0,0,0,0,0,0,0
"FBgn0039325",0,0,0,0,0,0,0,0,-2.19778156506071,-2.08998756683777,0,0,0,0,0,0
"FBgn0039342",0,0,0,0,0,0,0,0,0,0,0,2.1976283579421,2.00071181919558,0,0,0
"FBgn0039470",0,2.21919528426879,0,0,2.1206252998223,0,0,0,0,0,0,0,0,0,0,0
"FBgn0039593",2.33407023039325,2.96663003112765,2.85433665732313,2.6630685256049,2.37341757573317,2.1664085402976,2.24382118258455,2.51034799437362,2.6832220142456,2.17471242316135,0,0,2.70630955175734,0,2.17012890270212,0
"FBgn0039666",0,0,0,0,0,7.69515731305056,8.08192013433973,8.24198718010605,0,0,0,0,0,0,0,0
"FBgn0039759",3.21895474701371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0039768",0,0,0,0,0,0,2.50442030872269,0,0,0,2.63868937186836,2.75132785144133,3.16801042231077,2.82628405657772,3.30237938614548,3.68781278186849
"FBgn0039769",0,0,0,0,0,0,2.23564712051712,0,0,0,0,2.35993995613916,2.54018652225774,0,2.40844462542647,2.93730091915632
"FBgn0039873",0,0,0,0,0,0,0,-2.24251562538941,-3.27514193381044,-2.07356938538944,0,0,0,-2.46566269419707,0,0
"FBgn0040609",0,0,0,-2.0145549624371,-2.07185508741537,0,0,0,0,-2.28547847322863,-2.39012157907058,0,0,0,-2.36273122178037,0
"FBgn0040653",0,0,2.4201009047085,2.77491380774644,2.63985536121779,2.89778570302763,2.61507134201666,2.06475591369423,2.00437731100495,2.23262802860407,2.49793485528007,0,2.82331449196643,0,2.35031433174913,0
"FBgn0040734",0,0,0,0,2.09950903625865,0,0,0,0,0,0,0,0,0,2.41051206432843,0
"FBgn0040735",0,0,0,0,0,0,2.35829395781692,2.02012716763465,0,2.00874586565866,2.04125222721501,0,2.05387482145346,0,0,0
"FBgn0040736",0,2.60093792397086,2.92921216586184,3.02437234272962,2.727739170589,2.7932939128742,2.58628291821012,0,2.17079602071308,2.32197887799726,2.43014935877929,0,2.65134662377706,0,2.24776980645859,0
"FBgn0041182",0,2.08904789897261,2.02641876097992,2.01246381490544,2.4145167446738,2.92120604410127,2.81096022544252,2.47680029158603,0,0,2.34041790611323,0,2.86103679181226,0,0,0
"FBgn0041579",5.83019127603011,6.44291596460179,6.64088230234246,6.77686428745448,6.55666480276325,6.41236952132631,5.56943994787131,6.25250848586394,5.16031287716724,5.08521127723091,6.47085241598701,0,6.43344984320658,5.29982656637639,5.86399907392764,5.23754177877595
"FBgn0041581",5.17151585365746,5.90889932801247,5.43179233961115,4.90198055796827,0,4.83677868467895,0,0,0,0,4.86705909132888,0,4.95631840590732,0,0,0
"FBgn0042086",2.38395570773455,2.61058270761819,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0043578",3.43579258705453,3.73103798926568,3.46875063928388,3.67944592715868,3.265698360654,3.1037230309229,3.1780312813544,3.46645363000327,0,0,3.55605265668307,0,3.51618402606202,3.05236620553196,3.39068133640098,0
"FBgn0044812",0,0,0,0,0,0,0,5.16953317223496,0,0,0,0,0,0,0,0
"FBgn0050042",0,0,-2.09216964378595,0,-2.03998939745166,-2.48969445737293,0,0,-2.18590878840973,-2.25065099008909,0,0,0,0,0,0
"FBgn0050091",0,0,0,0,5.25308461598732,5.13858542891563,5.84356311370478,5.1309318141028,5.12439021905776,4.84877944674524,0,0,6.23264993781364,0,5.29646161081433,0
"FBgn0050098",0,0,0,6.6301355968812,6.79649326794487,0,0,0,0,0,0,0,0,0,0,0
"FBgn0050160",2.38383766905757,2.61082324003997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0050360",0,0,0,0,0,0,0,0,0,0,0,0,2.07183358485311,2.15940255183386,2.2197343969619,0
"FBgn0051041",2.07783634898686,2.81771830997359,2.09977886796419,2.30760049863964,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0051087",0,0,0,0,0,0,0,0,0,0,0,0,0,2.38932887275949,0,0
"FBgn0051089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82794955679341
"FBgn0051091",0,0,0,0,0,0,0,0,3.11287971522329,0,0,0,0,0,0,3.87735087429029
"FBgn0051104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31597390551428,0
"FBgn0051148",0,0,0,0,0,0,0,0,0,0,0,0,2.11885464418495,2.01564259291978,2.34801339405559,2.2249012351476
"FBgn0051321",0,0,0,0,0,0,0,0,-2.01951532522002,0,0,0,0,0,0,0
"FBgn0051354",2.61264089555429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0051463",0,0,0,0,0,0,0,0,0,0,0,0,2.11458371408443,0,0,2.41295044618128
"FBgn0052185",0,0,7.15111555090809,7.8535635406159,7.6794135951403,8.50419372679185,7.61646518630061,7.78432506047615,6.53546768704506,6.29366426541911,8.22934281249229,0,8.77542757271398,0,7.43509098849525,6.51650165319854
"FBgn0052251",0,0,0,2.07073849009754,2.10548447538834,2.83254062013819,2.91920858357253,0,0,0,0,0,0,0,0,0
"FBgn0052274",3.47065794781113,0,0,0,0,0,0,0,0,0,3.8430507141208,0,4.05783436915027,4.40296879585294,0,3.75431661996153
"FBgn0052279",0,0,0,0,3.28485099797601,3.13820200855771,0,0,3.95476311657591,0,2.87618383922901,0,3.38101363475872,0,0,0
"FBgn0052283",0,0,0,0,0,0,0,3.39862852943743,4.1839115434295,0,3.75931025386312,0,4.29793994711484,0,0,0
"FBgn0052302",0,0,4.77880284994291,0,7.06909703671182,0,0,4.78353708577374,0,0,4.88683071467105,0,5.21140931649144,0,0,0
"FBgn0052751",0,0,0,0,0,0,2.09117089440297,2.30504692003054,2.35855419854207,0,0,0,0,0,0,0
"FBgn0053301",2.32582588569846,2.8950179990733,3.14165987609946,2.04991936962241,2.31572296952939,0,0,0,2.33732943919953,0,0,0,0,2.33955088628684,2.09962989151448,0
"FBgn0053306",0,0,0,0,0,0,0,0,0,0,0,0,2.08609447153236,0,2.03470418922996,0
"FBgn0053337",0,4.66149878213619,0,0,5.04378486964222,0,0,0,0,0,0,0,0,0,0,0
"FBgn0053469",2.15282201019162,2.18423157610338,0,0,0,0,0,0,2.26844228665723,0,0,0,0,0,0,0
"FBgn0053470",0,2.01645068271755,2.51171097127423,2.5667216256998,2.45713474089545,2.50015272093798,2.31565458189505,0,0,0,2.13673276581792,0,2.41462781045529,0,0,0
"FBgn0053509",0,0,-2.05083672891086,0,-2.30537651121476,0,0,0,0,0,0,0,0,0,0,0
"FBgn0053511",0,0,0,0,0,0,0,2.13662464310573,0,0,0,0,0,2.23188526783976,0,0
"FBgn0054040",0,0,0,0,0,0,0,0,0,0,2.98672012704846,2.92916313679049,0,2.80888200181224,3.25827133199185,3.25628258588777
"FBgn0054054",0,2.49283179637467,2.0951491676135,0,0,0,0,0,0,0,0,0,2.12988719924282,0,0,0
"FBgn0067905",0,0,2.43548131186291,2.82648989931647,2.69727932223082,2.7952958951553,2.50533056575797,0,0,2.20459361958678,2.40149454287892,0,2.63786888579489,0,2.31201785916571,0
"FBgn0085209",0,0,0,0,0,-3.66170296975633,-2.29665359288573,-2.7988038823139,-2.44101610667633,0,0,0,-2.53174643920303,-2.88299172629074,0,0
"FBgn0085358",0,0,0,2.48331254100431,0,2.31563932390933,2.83005152592543,2.89847457259182,3.0584967799551,2.5755527120623,2.30039195808549,3.09233953043987,3.09003394825052,2.85738453024275,2.28934625404273,2.01670883885607
"FBgn0259229",0,0,0,-2.00727184874072,0,-2.70322190422418,0,-2.20152876704073,0,0,0,0,0,-2.20102102614222,0,0
"FBgn0260437",0,0,0,0,0,0,0,0,0,0,0,0,0,2.24200338897487,2.11231269751443,0
"FBgn0260746",2.51292860232701,2.19071485701703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0260954",0,0,0,0,3.18775980775799,3.7927142662279,2.78650903363076,0,0,0,0,0,0,0,0,0
"FBgn0261575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08203470136709,0
"FBgn0261632",4.5712595087267,4.14288516593806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0261675",0,0,0,0,0,0,0,2.06018503954439,0,0,0,0,0,0,0,0
"FBgn0261930",0,0,0,0,0,0,0,0,0,0,0,2.24131472209148,0,2.02770680025948,0,0
"FBgn0262142",0,0,0,3.25003021651588,0,3.28278377746202,3.18815006073103,2.7354681192131,3.26179569500371,2.71078840339069,2.93775017203938,0,0,0,0,0
"FBgn0262146",0,0,2.28931776301266,2.40626259570222,0,0,0,0,0,0,0,2.50337604936537,0,2.10688916412034,0,0
"FBgn0262357",0,0,0,2.38973462718107,0,0,0,0,2.20853882416667,0,2.33114541692194,2.54050158825453,3.0191960762784,3.11198400006505,2.97349389377685,2.81261530156779
"FBgn0262531",0,0,5.06950879027054,6.75592715033482,6.75185822064819,5.71397938609441,0,0,0,0,0,0,0,0,0,0
"FBgn0262721",2.22990969048369,2.77530278990322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0262838",3.64296005920365,4.1738810040582,3.29939519369816,3.13196745768756,3.38946054652982,3.80146691303219,3.04236500705785,2.8417490554362,2.50115434024142,2.66251691226096,3.17404491000132,0,3.47355816273243,0,2.86699259798456,0
"FBgn0262881",4.51650834839282,5.0204896357515,4.82216556606556,4.9418258169503,4.53696529100891,4.7811675172857,0,0,0,0,4.52797929766664,0,4.79652480119324,0,4.31873301958536,0
"FBgn0262951",0,0,0,0,0,0,0,0,2.03291842869942,0,0,0,0,0,0,0
"FBgn0262983",0,3.99760148414347,4.09651064519307,4.87673376791754,5.41433072732099,4.92805148709934,4.41176380142989,3.83837161416791,3.39873050024509,3.17955951535438,3.60899542833386,0,4.66625263811414,0,2.94905481671779,0
"FBgn0263080",0,2.31530474897048,0,2.22292404401652,2.22206793474695,0,0,0,0,0,0,0,0,0,0,0
"FBgn0263096",0,2.26101375095945,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBgn0264541",5.98858028177571,6.27364585649769,6.55740248540675,7.41402571236171,6.72738955817503,7.02885813818868,6.6674676917308,6.95480104822071,6.02760785264203,5.8983560151834,7.422805871105,0,7.26003315298967,0,7.31033624320792,6.14503572923968
"FBgn0264994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54425873267143,0
